156
12005 1000
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
4995	3
830	3
830	3
830	3
830	3
505	3
505	3
505	3
505	3
505	3
505	3
505	3
505	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
830	3
