91
6005 100
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
3885	3
1880	3
1880	3
1880	3
1880	3
1880	3
1880	3
1880	3
1880	3
1880	3
1880	3
1880	3
1875	3
1875	3
1875	3
1875	3
1875	3
1875	3
1875	3
1875	3
1875	3
1875	3
1875	3
75	3
75	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
60	3
